sentence,label
uh when they get to junior high school high school and even college i mean my sister went to college um started about three years ago and she had to have a a computer,1
"The palace features 99 pillars, denoting 99 warriors of various luak (clans).",1
Obituaries rank the choreographer alongside Diaghilev and Balanchine as one of the men who reinvented ballet.,1
i was beginning to think that was the only people on the network,0
"Once an organization has identified its risks related to improper payments and undertaken activities to reduce such risks by upgrading its control activities, monitoring performance allows the organization to gauge how well its efforts are working.",2
Florida planning efforts began in 1991 with The Florida Bar and Florida Bar Foundation's Joint Commission on the Delivery of Legal Assistance study and report.,1
"In her soft grey frock, with white ruffles at the wrists falling over her slender hands, she looked very beautiful. ",1
"Ongoing rate day coverage of traders waiting, guessing, floating rumors, cursing, waiting.",0
That's what happened.,2
that's what i would do too,0
But on the Sunday afternoon a message was brought to the house.,0
"No, I think not.",0
you know but like i said i don't tolerate the heat and the,2
"I'm 81, she said, adding that she never owned a quilting company, never worked for one and never told a loan agent she did. ",2
Never in the annals of medicine has a viral plague been stopped by any therapy.,1
"Washington, D.C.: Congressional Research Service, April 2001.",2
Health-food promoters often cite traditional use by Native Americans or Chinese herbalists as evidence.,1
well TV shows,0
Technological Innovation in State and Local Services.,2
"In this particular case, let's just say when the original advice was given the wheel was spinning, but the hamster had gone.",0
"Here Pollock's camouflage palette, as Varnedoe notes, gives way to carnival.",1
"Inevitably, popular and authentic became chic and the ambience is now somewhat contested by higher rents and the change in character that guarantees.",1
He swung and stabbed twice.,0
"The railway builders admitted it might have been safer to dig some tunnels, but they preferred to go round the mountain to allow for a better view of the terraced tea gardens and the valleys plunging down to the Bengal plains.",1
Massouri has fleets of boats that offer day trips to the island of Telendos only a mile or so offshore.,0
yes all all young Americans they did not specify you know exactly what young means,0
Herbs are collected and dried for you to take home and use in your cooking.,2
"His four brill stood behind him, shifting uneasily on the huge pads of their feet.",2
Table 3. Incremental Policy Costs of the Technology Scenarios (billion 1999 dollars),1
Ca'daan saw a jet of red blood spray across the small man followed by another as the man's heart pumped his lifeblood from his body.,1
"OK gentlemen, I am getting annoyed by those ropes, and we still have the fabric for the canopy and the protective material to discuss.",0
" Revision of Fee Schedules; 100% Fee Recovery, FY 1966",0
yeah a couple of generations of you know being around people and boy there's nothing left of them as far as wildness goes,0
I remember that some people complained President Eisenhower was distracted from the business of his office because he was out playing golf so much.,1
literature,1
back grind tape on and off the wafers,1
My body kept doing things I didn't expect.,1
"--A negative subsidy means that the direct loans or loan guarantees are estimated to make a profit, apart from administrative costs (which are excluded from the subsidy calculation by law).",0
you would,1
"The 16th-century church is a rare ecclesiastical building by Andrea Palladio, the master Renaissance architect from nearby Vicenza whose classic designs have so dominated aristocratic residential architecture throughout Europe and North America.",0
